Player ID;Player name;Era;Good;Amount;Message;Date/Time
623707;Αριστέα;14 - Future Era;Βιογεωχημικά στοιχεία;166;Παραγωγή κτιρίου;σήμερα στις 2:31 am
623707;Αριστέα;14 - Future Era;Νανοσωματίδια;166;Παραγωγή κτιρίου;σήμερα στις 2:31 am
623707;Αριστέα;14 - Future Era;Απιονισμένο νερό;166;Παραγωγή κτιρίου;σήμερα στις 2:31 am
623707;Αριστέα;14 - Future Era;Υπεραγωγοί;166;Παραγωγή κτιρίου;σήμερα στις 2:31 am
623707;Αριστέα;14 - Future Era;Άλγη ;14;Παραγωγή κτιρίου;σήμερα στις 2:29 am
623707;Αριστέα;14 - Future Era;Βιογεωχημικά στοιχεία;14;Παραγωγή κτιρίου;σήμερα στις 2:29 am
623707;Αριστέα;14 - Future Era;Νανοσωματίδια;14;Παραγωγή κτιρίου;σήμερα στις 2:29 am
623707;Αριστέα;14 - Future Era;Απιονισμένο νερό;14;Παραγωγή κτιρίου;σήμερα στις 2:29 am
623707;Αριστέα;14 - Future Era;Υπεραγωγοί;14;Παραγωγή κτιρίου;σήμερα στις 2:29 am
710864;byron7;17 - Virtual Future;Κρυπτομετρητής;4;Παραγωγή κτιρίου;σήμερα στις 1:48 am
710864;byron7;17 - Virtual Future;Κρύσταλλοι Δεδομένων;4;Παραγωγή κτιρίου;σήμερα στις 1:48 am
710864;byron7;17 - Virtual Future;Χρυσό Ρύζι;4;Παραγωγή κτιρίου;σήμερα στις 1:48 am
710864;byron7;17 - Virtual Future;Νανομηχανές;4;Παραγωγή κτιρίου;σήμερα στις 1:48 am
710864;byron7;17 - Virtual Future;Μετάξι Τσαγιού;4;Παραγωγή κτιρίου;σήμερα στις 1:48 am
710864;byron7;17 - Virtual Future;Κρυπτομετρητής;164;Παραγωγή κτιρίου;σήμερα στις 1:46 am
710864;byron7;17 - Virtual Future;Κρύσταλλοι Δεδομένων;164;Παραγωγή κτιρίου;σήμερα στις 1:46 am
710864;byron7;17 - Virtual Future;Χρυσό Ρύζι;164;Παραγωγή κτιρίου;σήμερα στις 1:46 am
710864;byron7;17 - Virtual Future;Νανομηχανές;164;Παραγωγή κτιρίου;σήμερα στις 1:46 am
710864;byron7;17 - Virtual Future;Μετάξι Τσαγιού;164;Παραγωγή κτιρίου;σήμερα στις 1:46 am
703315;δημητρης67;10 - Modern Era;Συσκευασμένα Τρόφιμα;32;Παραγωγή κτιρίου;σήμερα στις 1:41 am
703315;δημητρης67;10 - Modern Era;Σκυρόδεμα;32;Παραγωγή κτιρίου;σήμερα στις 1:41 am
703315;δημητρης67;10 - Modern Era;Αρωματικά;32;Παραγωγή κτιρίου;σήμερα στις 1:41 am
703315;δημητρης67;10 - Modern Era;Υλικά πολυτελείας;32;Παραγωγή κτιρίου;σήμερα στις 1:41 am
703315;δημητρης67;10 - Modern Era;Συσκευασία;32;Παραγωγή κτιρίου;σήμερα στις 1:41 am
703315;δημητρης67;09 - Progressive Era;Αμίαντος;16;Παραγωγή κτιρίου;σήμερα στις 1:41 am
703315;δημητρης67;09 - Progressive Era;Εκρηκτικά;16;Παραγωγή κτιρίου;σήμερα στις 1:41 am
703315;δημητρης67;09 - Progressive Era;Μέρη μηχανών;16;Παραγωγή κτιρίου;σήμερα στις 1:41 am
703315;δημητρης67;09 - Progressive Era;Βενζίνη;16;Παραγωγή κτιρίου;σήμερα στις 1:41 am
703315;δημητρης67;09 - Progressive Era;Λευκοσίδηρος;16;Παραγωγή κτιρίου;σήμερα στις 1:41 am
703315;δημητρης67;10 - Modern Era;Συσκευασμένα Τρόφιμα;4;Παραγωγή κτιρίου;σήμερα στις 1:40 am
703315;δημητρης67;10 - Modern Era;Σκυρόδεμα;4;Παραγωγή κτιρίου;σήμερα στις 1:40 am
703315;δημητρης67;10 - Modern Era;Αρωματικά;4;Παραγωγή κτιρίου;σήμερα στις 1:40 am
703315;δημητρης67;10 - Modern Era;Υλικά πολυτελείας;4;Παραγωγή κτιρίου;σήμερα στις 1:40 am
703315;δημητρης67;10 - Modern Era;Συσκευασία;4;Παραγωγή κτιρίου;σήμερα στις 1:40 am
702992;SUPERN;14 - Future Era;Άλγη ;23;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;14 - Future Era;Άλγη ;177;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;09 - Progressive Era;Αμίαντος;14;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;06 - Late Middle Age;Βασάλτης;4;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;14 - Future Era;Βιογεωχημικά στοιχεία;23;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;14 - Future Era;Βιογεωχημικά στοιχεία;177;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;12 - Contemporary Era;Βιονικά στοιχεία;15;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;06 - Late Middle Age;Μπρούντζος;4;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;07 - Colonial Age;Καφές;32;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;11 - Postmodern Era;Γονιδιωματικά στοιχεία;14;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;12 - Contemporary Era;Ηλεκτρομαγνήτες;15;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;09 - Progressive Era;Εκρηκτικά;14;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;11 - Postmodern Era;Βιομηχανικά φίλτρα;14;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;12 - Contemporary Era;Αέριο;15;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;06 - Late Middle Age;Μπαρούτι;4;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;09 - Progressive Era;Μέρη μηχανών;14;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;14 - Future Era;Νανοσωματίδια;23;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;14 - Future Era;Νανοσωματίδια;177;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;13 - Tomorrow Era;Διατροφική Έρευνα;3;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;07 - Colonial Age;Χαρτί;32;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;13 - Tomorrow Era;Χαρτοκονίαμα;3;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;09 - Progressive Era;Βενζίνη;14;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;12 - Contemporary Era;Πλαστικό;15;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;07 - Colonial Age;Πορσελάνη;32;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;13 - Tomorrow Era;Συντηρητικά;3;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;14 - Future Era;Απιονισμένο νερό;23;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;14 - Future Era;Απιονισμένο νερό;177;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;11 - Postmodern Era;Ανανεώσιμες πηγές;14;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;12 - Contemporary Era;Ρομπότ;15;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;11 - Postmodern Era;Ημιαγωγοί;14;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;06 - Late Middle Age;Μετάξι;4;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;13 - Tomorrow Era;Έξυπνα Υλικά;3;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;11 - Postmodern Era;Ατσάλι;14;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;14 - Future Era;Υπεραγωγοί;23;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;14 - Future Era;Υπεραγωγοί;177;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;06 - Late Middle Age;Πούδρα Ταλκ;4;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;07 - Colonial Age;Πίσσα;32;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;09 - Progressive Era;Λευκοσίδηρος;14;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;13 - Tomorrow Era;Διάφανο Σκυρόδεμα;3;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702992;SUPERN;07 - Colonial Age;Σύρμα;32;Παραγωγή κτιρίου;σήμερα στις 1:15 am
702770;Toxic Girl;14 - Future Era;Άλγη ;214;Παραγωγή κτιρίου;σήμερα στις 1:14 am
702770;Toxic Girl;14 - Future Era;Άλγη ;17;Παραγωγή κτιρίου;σήμερα στις 1:14 am
702770;Toxic Girl;14 - Future Era;Βιογεωχημικά στοιχεία;17;Παραγωγή κτιρίου;σήμερα στις 1:14 am
702770;Toxic Girl;14 - Future Era;Βιογεωχημικά στοιχεία;214;Παραγωγή κτιρίου;σήμερα στις 1:14 am
702770;Toxic Girl;14 - Future Era;Νανοσωματίδια;17;Παραγωγή κτιρίου;σήμερα στις 1:14 am
702770;Toxic Girl;14 - Future Era;Νανοσωματίδια;214;Παραγωγή κτιρίου;σήμερα στις 1:14 am
702770;Toxic Girl;13 - Tomorrow Era;Διατροφική Έρευνα;16;Παραγωγή κτιρίου;σήμερα στις 1:14 am
702770;Toxic Girl;13 - Tomorrow Era;Χαρτοκονίαμα;16;Παραγωγή κτιρίου;σήμερα στις 1:14 am
702770;Toxic Girl;13 - Tomorrow Era;Συντηρητικά;16;Παραγωγή κτιρίου;σήμερα στις 1:14 am
702770;Toxic Girl;14 - Future Era;Απιονισμένο νερό;214;Παραγωγή κτιρίου;σήμερα στις 1:14 am
702770;Toxic Girl;14 - Future Era;Απιονισμένο νερό;17;Παραγωγή κτιρίου;σήμερα στις 1:14 am
702770;Toxic Girl;13 - Tomorrow Era;Έξυπνα Υλικά;16;Παραγωγή κτιρίου;σήμερα στις 1:14 am
702770;Toxic Girl;14 - Future Era;Υπεραγωγοί;17;Παραγωγή κτιρίου;σήμερα στις 1:14 am
702770;Toxic Girl;14 - Future Era;Υπεραγωγοί;214;Παραγωγή κτιρίου;σήμερα στις 1:14 am
702770;Toxic Girl;13 - Tomorrow Era;Διάφανο Σκυρόδεμα;16;Παραγωγή κτιρίου;σήμερα στις 1:14 am
710864;byron7;17 - Virtual Future;Κρυπτομετρητής;8;Παραγωγή κτιρίου;σήμερα στις 12:47 am
710864;byron7;17 - Virtual Future;Κρύσταλλοι Δεδομένων;8;Παραγωγή κτιρίου;σήμερα στις 12:47 am
710864;byron7;17 - Virtual Future;Χρυσό Ρύζι;8;Παραγωγή κτιρίου;σήμερα στις 12:47 am
710864;byron7;17 - Virtual Future;Νανομηχανές;8;Παραγωγή κτιρίου;σήμερα στις 12:47 am
710864;byron7;17 - Virtual Future;Μετάξι Τσαγιού;8;Παραγωγή κτιρίου;σήμερα στις 12:47 am
673813;Sunfighter;09 - Progressive Era;Αμίαντος;46;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;09 - Progressive Era;Αμίαντος;367;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;06 - Late Middle Age;Βασάλτης;16;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;06 - Late Middle Age;Μπρούντζος;16;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;05 - High Middle Age;Τούβλο;52;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;09 - Progressive Era;Εκρηκτικά;367;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;09 - Progressive Era;Εκρηκτικά;46;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;05 - High Middle Age;Γυαλί;52;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;06 - Late Middle Age;Μπαρούτι;16;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;05 - High Middle Age;Αποξηραμένα βότανα;52;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;09 - Progressive Era;Μέρη μηχανών;367;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;09 - Progressive Era;Μέρη μηχανών;46;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;09 - Progressive Era;Βενζίνη;46;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;09 - Progressive Era;Βενζίνη;367;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;05 - High Middle Age;Σκοινιά;52;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;05 - High Middle Age;Αλάτι;52;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;06 - Late Middle Age;Μετάξι;16;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;06 - Late Middle Age;Πούδρα Ταλκ;16;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;09 - Progressive Era;Λευκοσίδηρος;367;Παραγωγή κτιρίου;σήμερα στις 12:46 am
673813;Sunfighter;09 - Progressive Era;Λευκοσίδηρος;46;Παραγωγή κτιρίου;σήμερα στις 12:46 am
587730;maxos17;08 - Industrial Age;Οπτάνθρακας;96;Παραγωγή κτιρίου;σήμερα στις 12:24 am
587730;maxos17;08 - Industrial Age;Λίπασμα;96;Παραγωγή κτιρίου;σήμερα στις 12:24 am
587730;maxos17;08 - Industrial Age;Καουτσούκ;96;Παραγωγή κτιρίου;σήμερα στις 12:24 am
587730;maxos17;08 - Industrial Age;Υφάσματα;96;Παραγωγή κτιρίου;σήμερα στις 12:24 am
587730;maxos17;08 - Industrial Age;Λίπος φάλαινας;96;Παραγωγή κτιρίου;σήμερα στις 12:24 am
721678;Emperum;12 - Contemporary Era;Βιονικά στοιχεία;3;Παραγωγή κτιρίου;σήμερα στις 12:23 am
721678;Emperum;12 - Contemporary Era;Ηλεκτρομαγνήτες;3;Παραγωγή κτιρίου;σήμερα στις 12:23 am
721678;Emperum;12 - Contemporary Era;Αέριο;3;Παραγωγή κτιρίου;σήμερα στις 12:23 am
721678;Emperum;12 - Contemporary Era;Πλαστικό;3;Παραγωγή κτιρίου;σήμερα στις 12:23 am
721678;Emperum;12 - Contemporary Era;Ρομπότ;3;Παραγωγή κτιρίου;σήμερα στις 12:23 am
721678;Emperum;11 - Postmodern Era;Γονιδιωματικά στοιχεία;4;Παραγωγή κτιρίου;σήμερα στις 12:20 am
721678;Emperum;11 - Postmodern Era;Βιομηχανικά φίλτρα;4;Παραγωγή κτιρίου;σήμερα στις 12:20 am
721678;Emperum;11 - Postmodern Era;Ανανεώσιμες πηγές;4;Παραγωγή κτιρίου;σήμερα στις 12:20 am
721678;Emperum;11 - Postmodern Era;Ημιαγωγοί;4;Παραγωγή κτιρίου;σήμερα στις 12:20 am
721678;Emperum;11 - Postmodern Era;Ατσάλι;4;Παραγωγή κτιρίου;σήμερα στις 12:20 am
721678;Emperum;14 - Future Era;Άλγη ;36;Παραγωγή κτιρίου;σήμερα στις 12:19 am
721678;Emperum;14 - Future Era;Βιογεωχημικά στοιχεία;36;Παραγωγή κτιρίου;σήμερα στις 12:19 am
721678;Emperum;14 - Future Era;Νανοσωματίδια;36;Παραγωγή κτιρίου;σήμερα στις 12:19 am
721678;Emperum;14 - Future Era;Απιονισμένο νερό;36;Παραγωγή κτιρίου;σήμερα στις 12:19 am
721678;Emperum;14 - Future Era;Υπεραγωγοί;36;Παραγωγή κτιρίου;σήμερα στις 12:19 am
721678;Emperum;11 - Postmodern Era;Γονιδιωματικά στοιχεία;16;Παραγωγή κτιρίου;σήμερα στις 12:19 am
721678;Emperum;11 - Postmodern Era;Βιομηχανικά φίλτρα;16;Παραγωγή κτιρίου;σήμερα στις 12:19 am
721678;Emperum;11 - Postmodern Era;Ανανεώσιμες πηγές;16;Παραγωγή κτιρίου;σήμερα στις 12:19 am
721678;Emperum;11 - Postmodern Era;Ημιαγωγοί;16;Παραγωγή κτιρίου;σήμερα στις 12:19 am
721678;Emperum;11 - Postmodern Era;Ατσάλι;16;Παραγωγή κτιρίου;σήμερα στις 12:19 am
721678;Emperum;11 - Postmodern Era;Γονιδιωματικά στοιχεία;16;Παραγωγή κτιρίου;σήμερα στις 12:19 am
721678;Emperum;11 - Postmodern Era;Βιομηχανικά φίλτρα;16;Παραγωγή κτιρίου;σήμερα στις 12:19 am
721678;Emperum;11 - Postmodern Era;Ανανεώσιμες πηγές;16;Παραγωγή κτιρίου;σήμερα στις 12:19 am
721678;Emperum;11 - Postmodern Era;Ημιαγωγοί;16;Παραγωγή κτιρίου;σήμερα στις 12:19 am
721678;Emperum;11 - Postmodern Era;Ατσάλι;16;Παραγωγή κτιρίου;σήμερα στις 12:19 am
648803;gikas;14 - Future Era;Άλγη ;6;Παραγωγή κτιρίου;σήμερα στις 12:16 am
648803;gikas;14 - Future Era;Βιογεωχημικά στοιχεία;6;Παραγωγή κτιρίου;σήμερα στις 12:16 am
648803;gikas;14 - Future Era;Νανοσωματίδια;6;Παραγωγή κτιρίου;σήμερα στις 12:16 am
648803;gikas;14 - Future Era;Απιονισμένο νερό;6;Παραγωγή κτιρίου;σήμερα στις 12:16 am
648803;gikas;14 - Future Era;Υπεραγωγοί;6;Παραγωγή κτιρίου;σήμερα στις 12:16 am
648803;gikas;10 - Modern Era;Συσκευασμένα Τρόφιμα;16;Παραγωγή κτιρίου;σήμερα στις 12:16 am
648803;gikas;10 - Modern Era;Σκυρόδεμα;16;Παραγωγή κτιρίου;σήμερα στις 12:16 am
648803;gikas;10 - Modern Era;Αρωματικά;16;Παραγωγή κτιρίου;σήμερα στις 12:16 am
648803;gikas;10 - Modern Era;Υλικά πολυτελείας;16;Παραγωγή κτιρίου;σήμερα στις 12:16 am
648803;gikas;10 - Modern Era;Συσκευασία;16;Παραγωγή κτιρίου;σήμερα στις 12:16 am
648803;gikas;12 - Contemporary Era;Βιονικά στοιχεία;8;Παραγωγή κτιρίου;σήμερα στις 12:16 am
648803;gikas;12 - Contemporary Era;Ηλεκτρομαγνήτες;8;Παραγωγή κτιρίου;σήμερα στις 12:16 am
648803;gikas;12 - Contemporary Era;Αέριο;8;Παραγωγή κτιρίου;σήμερα στις 12:16 am
648803;gikas;12 - Contemporary Era;Πλαστικό;8;Παραγωγή κτιρίου;σήμερα στις 12:16 am
648803;gikas;12 - Contemporary Era;Ρομπότ;8;Παραγωγή κτιρίου;σήμερα στις 12:16 am
648803;gikas;14 - Future Era;Άλγη ;162;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;14 - Future Era;Βιογεωχημικά στοιχεία;162;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;14 - Future Era;Νανοσωματίδια;162;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;14 - Future Era;Απιονισμένο νερό;162;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;14 - Future Era;Υπεραγωγοί;162;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;13 - Tomorrow Era;Διατροφική Έρευνα;16;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;13 - Tomorrow Era;Χαρτοκονίαμα;16;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;13 - Tomorrow Era;Συντηρητικά;16;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;13 - Tomorrow Era;Έξυπνα Υλικά;16;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;13 - Tomorrow Era;Διάφανο Σκυρόδεμα;16;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;14 - Future Era;Άλγη ;8;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;14 - Future Era;Βιογεωχημικά στοιχεία;8;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;14 - Future Era;Νανοσωματίδια;8;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;13 - Tomorrow Era;Διατροφική Έρευνα;16;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;13 - Tomorrow Era;Χαρτοκονίαμα;16;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;13 - Tomorrow Era;Συντηρητικά;16;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;14 - Future Era;Απιονισμένο νερό;8;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;13 - Tomorrow Era;Έξυπνα Υλικά;16;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;14 - Future Era;Υπεραγωγοί;8;Παραγωγή κτιρίου;σήμερα στις 12:14 am
648803;gikas;13 - Tomorrow Era;Διάφανο Σκυρόδεμα;16;Παραγωγή κτιρίου;σήμερα στις 12:14 am
848924235;Moski;14 - Future Era;Άλγη ;16;Παραγωγή κτιρίου;σήμερα στις 12:12 am
848924235;Moski;09 - Progressive Era;Αμίαντος;16;Παραγωγή κτιρίου;σήμερα στις 12:12 am
848924235;Moski;14 - Future Era;Βιογεωχημικά στοιχεία;16;Παραγωγή κτιρίου;σήμερα στις 12:12 am
848924235;Moski;09 - Progressive Era;Εκρηκτικά;16;Παραγωγή κτιρίου;σήμερα στις 12:12 am
848924235;Moski;09 - Progressive Era;Μέρη μηχανών;16;Παραγωγή κτιρίου;σήμερα στις 12:12 am
848924235;Moski;14 - Future Era;Νανοσωματίδια;16;Παραγωγή κτιρίου;σήμερα στις 12:12 am
848924235;Moski;13 - Tomorrow Era;Διατροφική Έρευνα;16;Παραγωγή κτιρίου;σήμερα στις 12:12 am
848924235;Moski;13 - Tomorrow Era;Χαρτοκονίαμα;16;Παραγωγή κτιρίου;σήμερα στις 12:12 am
848924235;Moski;09 - Progressive Era;Βενζίνη;16;Παραγωγή κτιρίου;σήμερα στις 12:12 am
848924235;Moski;13 - Tomorrow Era;Συντηρητικά;16;Παραγωγή κτιρίου;σήμερα στις 12:12 am
848924235;Moski;14 - Future Era;Απιονισμένο νερό;16;Παραγωγή κτιρίου;σήμερα στις 12:12 am
848924235;Moski;13 - Tomorrow Era;Έξυπνα Υλικά;16;Παραγωγή κτιρίου;σήμερα στις 12:12 am
848924235;Moski;14 - Future Era;Υπεραγωγοί;16;Παραγωγή κτιρίου;σήμερα στις 12:12 am
848924235;Moski;09 - Progressive Era;Λευκοσίδηρος;16;Παραγωγή κτιρίου;σήμερα στις 12:12 am
848924235;Moski;13 - Tomorrow Era;Διάφανο Σκυρόδεμα;16;Παραγωγή κτιρίου;σήμερα στις 12:12 am
721678;Emperum;12 - Contemporary Era;Βιονικά στοιχεία;16;Παραγωγή κτιρίου;σήμερα στις 12:11 am
721678;Emperum;12 - Contemporary Era;Ηλεκτρομαγνήτες;16;Παραγωγή κτιρίου;σήμερα στις 12:11 am
721678;Emperum;12 - Contemporary Era;Αέριο;16;Παραγωγή κτιρίου;σήμερα στις 12:11 am
721678;Emperum;12 - Contemporary Era;Πλαστικό;16;Παραγωγή κτιρίου;σήμερα στις 12:11 am
721678;Emperum;12 - Contemporary Era;Ρομπότ;16;Παραγωγή κτιρίου;σήμερα στις 12:11 am
721678;Emperum;13 - Tomorrow Era;Διατροφική Έρευνα;16;Παραγωγή κτιρίου;σήμερα στις 12:09 am
721678;Emperum;13 - Tomorrow Era;Χαρτοκονίαμα;16;Παραγωγή κτιρίου;σήμερα στις 12:09 am
721678;Emperum;13 - Tomorrow Era;Συντηρητικά;16;Παραγωγή κτιρίου;σήμερα στις 12:09 am
